"file","text","category"
"sc_hint_food_waste.wav","ลองหยิบเศษอาหารนะครับ","สถานการณ์ Module A"
"sc_ask_paper_ball.wav","น้องช่วยหยิบกระดาษใส่ตะกร้าให้หน่อยนะครับ","สถานการณ์ Module A"
"sc_hint_paper_ball.wav","ลองหยิบกระดาษนะครับ","สถานการณ์ Module A"
"sc_ask_banana.wav","น้องช่วยหยิบกล้วยใส่ตะกร้าให้หน่อยนะครับ","สถานการณ์ Module A"
"sc_hint_banana.wav","ลองหยิบกล้วยนะครับ","สถานการณ์ Module A"
"sc_ask_orange.wav","น้องช่วยหยิบส้มใส่ตะกร้าให้หน่อยนะครับ","สถานการณ์ Module A"
"sc_hint_orange.wav","ลองหยิบส้มนะครับ","สถานการณ์ Module A"
"sc_ask_apple.wav","น้องช่วยหยิบแอปเปิ้ลใส่ตะกร้าให้หน่อยนะครับ","สถานการณ์ Module A"
"sc_hint_apple.wav","ลองหยิบแอปเปิ้ลนะครับ","สถานการณ์ Module A"
"sc_ask_grapes.wav","น้องช่วยหยิบองุ่นใส่ตะกร้าให้หน่อยนะครับ","สถานการณ์ Module A"
"sc_hint_grapes.wav","ลองหยิบองุ่นนะครับ","สถานการณ์ Module A"
"match_shrimp.wav","กุ้ง จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_bird.wav","นก จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_fish.wav","ปลา จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_crab.wav","ปู จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_ant.wav","มด จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_horse.wav","ม้า จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_cow.wav","วัว จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_mouse.wav","หนู จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_dog.wav","หมา จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_bear.wav","หมี จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_pig.wav","หมู จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_tiger.wav","เสือ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_sheep.wav","แกะ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_cat.wav","แมว จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_chicken.wav","ไก่ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_rice.wav","ข้าว จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_fried_rice.wav","ข้าวผัด จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_soup.wav","ซุป จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_clear_soup.wav","ต้มจืด จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_pad_thai.wav","ผัดไทย จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_pie.wav","พาย จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_pizza.wav","พิซซ่า จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_candy.wav","ลูกอม จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_suki.wav","สุกี้ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_som_tam.wav","ส้มตำ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_fried_pork.wav","หมูทอด จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_burger.wav","เบอร์เกอร์ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_congee.wav","โจ๊ก จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_fried_chicken.wav","ไก่ทอด จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_omelet.wav","ไข่เจียว จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_coffee.wav","กาแฟ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_tea.wav","ชา จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_milk_tea.wav","ชานม จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_iced_tea.wav","ชาเย็น จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_thai_tea.wav","ชาไทย จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_milk.wav","นม จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_milk_shake.wav","นมปั่น จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_lemonade.wav","น้ำมะนาว จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_orange_juice.wav","น้ำส้ม จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_water.wav","น้ำเปล่า จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_ice.wav","น้ำแข็ง จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_red_drink.wav","น้ำแดง จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_cocoa.wav","โกโก้ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_cola.wav","โคล่า จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_soda.wav","โซดา จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_market.wav","ตลาด จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_road.wav","ถนน จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_sea.wav","ทะเล จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_home.wav","บ้าน จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_forest.wav","ป่า จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_mountain.wav","ภูเขา จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_shop.wav","ร้านค้า จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_temple.wav","วัด จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_garden.wav","สวน จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_zoo.wav","สวนสัตว์ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_kitchen.wav","ห้องครัว จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_bedroom.wav","ห้องนอน จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_bathroom.wav","ห้องน้ำ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_hospital.wav","โรงพยาบาล จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_school.wav","โรงเรียน จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_teacher.wav","คุณครู จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_farmer.wav","ชาวนา จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_barber.wav","ช่างตัดผม จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_police.wav","ตำรวจ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_soldier.wav","ทหาร จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_firefighter.wav","นักดับเพลิง จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_singer.wav","นักร้อง จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_artist.wav","นักวาด จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_student.wav","นักเรียน จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_nurse.wav","พยาบาล จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_vendor.wav","พ่อค้าแม่ค้า จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_doctor.wav","หมอ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_dentist.wav","หมอฟัน จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_vet.wav","สัตวแพทย์ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_chef.wav","เชฟ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_scared.wav","กลัว จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_eat.wav","กินข้าว จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_happy.wav","ดีใจ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_drink.wav","ดื่มน้ำ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_sleep.wav","นอน จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_sit.wav","นั่ง จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_run.wav","วิ่ง จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_hungry.wav","หิว จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_read.wav","อ่าน จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_hurt.wav","เจ็บ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_sad.wav","เสียใจ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_brush_teeth.wav","แปรงฟัน จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_angry.wav","โกรธ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_yes.wav","ใช่ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"match_no.wav","ไม่ใช่ จับคู่ได้แล้ว!","จับคู่สำเร็จ Module B"
"word_shrimp.wav","กุ้ง","สัตว์"
"word_bird.wav","นก","สัตว์"
"word_fish.wav","ปลา","สัตว์"
"word_crab.wav","ปู","สัตว์"
"word_ant.wav","มด","สัตว์"
"word_horse.wav","ม้า","สัตว์"
"word_cow.wav","วัว","สัตว์"
"word_mouse.wav","หนู","สัตว์"
"word_dog.wav","หมา","สัตว์"
"word_bear.wav","หมี","สัตว์"
"word_pig.wav","หมู","สัตว์"
"word_tiger.wav","เสือ","สัตว์"
"word_sheep.wav","แกะ","สัตว์"
"word_cat.wav","แมว","สัตว์"
"word_chicken.wav","ไก่","สัตว์"
"word_rice.wav","ข้าว","อาหาร"
"word_fried_rice.wav","ข้าวผัด","อาหาร"
"word_soup.wav","ซุป","อาหาร"
"word_clear_soup.wav","ต้มจืด","อาหาร"
"word_pad_thai.wav","ผัดไทย","อาหาร"
"word_pie.wav","พาย","อาหาร"
"word_pizza.wav","พิซซ่า","อาหาร"
"word_candy.wav","ลูกอม","อาหาร"
"word_suki.wav","สุกี้","อาหาร"
"word_som_tam.wav","ส้มตำ","อาหาร"
"word_fried_pork.wav","หมูทอด","อาหาร"
"word_burger.wav","เบอร์เกอร์","อาหาร"
"word_congee.wav","โจ๊ก","อาหาร"
"word_fried_chicken.wav","ไก่ทอด","อาหาร"
"word_omelet.wav","ไข่เจียว","อาหาร"
"word_coffee.wav","กาแฟ","น้ำ"
"word_tea.wav","ชา","น้ำ"
"word_milk_tea.wav","ชานม","น้ำ"
"word_iced_tea.wav","ชาเย็น","น้ำ"
"word_thai_tea.wav","ชาไทย","น้ำ"
"word_milk.wav","นม","น้ำ"
"word_milk_shake.wav","นมปั่น","น้ำ"
"word_lemonade.wav","น้ำมะนาว","น้ำ"
"word_orange_juice.wav","น้ำส้ม","น้ำ"
"word_water.wav","น้ำเปล่า","น้ำ"
"word_ice.wav","น้ำแข็ง","น้ำ"
"word_red_drink.wav","น้ำแดง","น้ำ"
"word_cocoa.wav","โกโก้","น้ำ"
"word_cola.wav","โคล่า","น้ำ"
"word_soda.wav","โซดา","น้ำ"
"word_market.wav","ตลาด","สถานที่"
"word_road.wav","ถนน","สถานที่"
"word_sea.wav","ทะเล","สถานที่"
"word_home.wav","บ้าน","สถานที่"
"word_forest.wav","ป่า","สถานที่"
"word_mountain.wav","ภูเขา","สถานที่"
"word_shop.wav","ร้านค้า","สถานที่"
"word_temple.wav","วัด","สถานที่"
"word_garden.wav","สวน","สถานที่"
"word_zoo.wav","สวนสัตว์","สถานที่"
"word_kitchen.wav","ห้องครัว","สถานที่"
"word_bedroom.wav","ห้องนอน","สถานที่"
"word_bathroom.wav","ห้องน้ำ","สถานที่"
"word_hospital.wav","โรงพยาบาล","สถานที่"
"word_school.wav","โรงเรียน","สถานที่"
"word_teacher.wav","คุณครู","อาชีพ"
"word_farmer.wav","ชาวนา","อาชีพ"
"word_barber.wav","ช่างตัดผม","อาชีพ"
"word_police.wav","ตำรวจ","อาชีพ"
"word_soldier.wav","ทหาร","อาชีพ"
"word_firefighter.wav","นักดับเพลิง","อาชีพ"
"word_singer.wav","นักร้อง","อาชีพ"
"word_artist.wav","นักวาด","อาชีพ"
"word_student.wav","นักเรียน","อาชีพ"
"word_nurse.wav","พยาบาล","อาชีพ"
"word_vendor.wav","พ่อค้าแม่ค้า","อาชีพ"
"word_doctor.wav","หมอ","อาชีพ"
"word_dentist.wav","หมอฟัน","อาชีพ"
"word_vet.wav","สัตวแพทย์","อาชีพ"
"word_chef.wav","เชฟ","อาชีพ"
"word_scared.wav","กลัว","คำในชีวิตประจำวัน"
"word_eat.wav","กินข้าว","คำในชีวิตประจำวัน"
"word_happy.wav","ดีใจ","คำในชีวิตประจำวัน"
"word_drink.wav","ดื่มน้ำ","คำในชีวิตประจำวัน"
"word_sleep.wav","นอน","คำในชีวิตประจำวัน"
"word_sit.wav","นั่ง","คำในชีวิตประจำวัน"
"word_run.wav","วิ่ง","คำในชีวิตประจำวัน"
"word_hungry.wav","หิว","คำในชีวิตประจำวัน"
"word_read.wav","อ่าน","คำในชีวิตประจำวัน"
"word_hurt.wav","เจ็บ","คำในชีวิตประจำวัน"
"word_sad.wav","เสียใจ","คำในชีวิตประจำวัน"
"word_brush_teeth.wav","แปรงฟัน","คำในชีวิตประจำวัน"
"word_angry.wav","โกรธ","คำในชีวิตประจำวัน"
"word_yes.wav","ใช่","คำในชีวิตประจำวัน"
"word_no.wav","ไม่ใช่","คำในชีวิตประจำวัน"
